Date_TimeUTC,Date_TimeEU,User,Id,Source,Tweet.content,Tweet.URL,Outlinks,ReplyCount,RetweetCount,LikeCount,QuoteCount,ViewCount,Language,Hashtags,Media+,MentionedUsers,inReplyToUser,inReplyToTweetId,Year
2011-12-21 10:48:29,2011-12-21 11:48:29,elonmusk,149441101684686784,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","His singing and acting talent will be sorely missed:  http://t.co/IIFKob75
South Park sequel coming soon...",https://twitter.com/elonmusk/status/149441101684686848,['http://www.youtube.com/watch?v=jdug6yHJB40&feature=related'],8,5,41,0,,en,,,,,,2011
2011-12-21 23:17:11,2011-12-22 00:17:11,elonmusk,149629518267695104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Yum! Even better than deep fried butter: http://t.co/Ody21NuD,https://twitter.com/elonmusk/status/149629518267695104,['http://ow.ly/877EB'],22,22,160,3,,en,,,,,,2011
2011-12-22 03:12:52,2011-12-22 04:12:52,elonmusk,149688828599349184,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Raul Campos invited me to do a guest DJ gig on KCRW.  Hear my random holiday season music selections at http://t.co/o6FQASvC,https://twitter.com/elonmusk/status/149688828599349251,['http://ow.ly/87gEb'],26,7,93,2,,en,,,,,,2011
2011-12-22 09:46:16,2011-12-22 10:46:16,elonmusk,149787827712958496,Twitter for iPhone,"Hi, I'm Art Garfunkel. Have you heard the sound of silence? Because, you know, it makes a sound... http://t.co/7vgya9xL",https://twitter.com/elonmusk/status/149787827712958464,[],103,184,1134,47,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AhQnPFbCIAAEyYJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AhQnPFbCIAAEyYJ?format=jpg&name=large', altText=None)]",,,,2011
2011-12-22 11:30:10,2011-12-22 12:30:10,elonmusk,149813972915339296,Twitter for iPhone,Model S options are out! Performance in red and black for me.  I will deliver my car in June/July. http://t.co/acnyP4nh,https://twitter.com/elonmusk/status/149813972915339264,[],53,81,846,16,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AhQ_A75CQAAYXlN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AhQ_A75CQAAYXlN?format=jpg&name=large', altText=None)]",,,,2011
2011-12-24 01:29:19,2011-12-24 02:29:19,elonmusk,150387544402575392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kanye stopped by the SpaceX rocket factory today. http://t.co/6z7gHBn6,https://twitter.com/elonmusk/status/150387544402575360,[],1287,8154,111895,810,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AhZIrMMCQAAayCv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AhZIrMMCQAAayCv?format=jpg&name=large', altText=None)]",,,,2011
2011-12-24 01:33:35,2011-12-24 02:33:35,elonmusk,150388617246801888,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",We had a long and interesting conversation on many subjects. He has exciting ideas for extending his creative talents beyond music.,https://twitter.com/elonmusk/status/150388617246801920,[],13,9,44,4,,en,,,,,,2011
2011-12-24 01:41:33,2011-12-24 02:41:33,elonmusk,150390624552615904,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The Russians are having some challenges with their rockets. Too many of the engineers that designed them have retired: http://t.co/rEs7spSU,https://twitter.com/elonmusk/status/150390624552615937,['http://ow.ly/89k5F'],54,19,53,28,,en,,,,,,2011
2011-12-26 16:29:50,2011-12-26 17:29:50,elonmusk,151338939389706208,Twitter for iPhone,Walked around a neighborhood recently rebuilt with help from APJ and others http://t.co/KYHjsS1k,https://twitter.com/elonmusk/status/151338939389706242,[],16,30,343,4,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Ahmp9qtCAAAYPDX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ahmp9qtCAAAYPDX?format=jpg&name=large', altText=None)]",,,,2011
2011-12-26 15:45:18,2011-12-26 16:45:18,elonmusk,151327734843445184,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Met with UNICEF, Doctors Without Borders and Artists for Peace & Justice. I support them and would recommend others do too.",https://twitter.com/elonmusk/status/151327734843445249,[],14,33,49,1,,en,,,,,,2011
2011-12-26 04:06:06,2011-12-26 05:06:06,elonmusk,151151777662779392,Twitter for iPhone,I,https://twitter.com/elonmusk/status/151151777662779392,[],167,110,550,21,,qst,,,,,,2011
2011-12-26 15:05:19,2011-12-26 16:05:19,elonmusk,151317672217419808,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Single character Tweets are the ulitmate extension of the Twitmeme...,https://twitter.com/elonmusk/status/151317672217419777,[],47,12,103,11,,en,,,,,,2011
2011-12-26 15:23:40,2011-12-26 16:23:40,elonmusk,151322293174419488,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Just returned from a trip to Haiti. Covered a lot of ground and saw many tough situations. They need a lot of help.,https://twitter.com/elonmusk/status/151322293174419456,[],21,16,49,5,,en,,,,,,2011
2011-12-27 23:38:55,2011-12-28 00:38:55,elonmusk,151809315026636800,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",If you ever wanted to know the *real* truth about the moon landings ...(best Onion article ever) http://t.co/pgNEJsjI,https://twitter.com/elonmusk/status/151809315026636800,['http://j.mp/vLhhov'],11,38,46,0,,en,,,,,,2011
2011-12-28 22:27:08,2011-12-28 23:27:08,elonmusk,152153637639028704,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@TheOnion So true :),https://twitter.com/elonmusk/status/152153637639028736,[],67,8,291,17,,en,,,"[User(username='TheOnion', id=14075928, displayname='The Onion', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/TheOnion,1.521518476149432e+17,2011
2011-12-29 22:45:17,2011-12-29 23:45:17,elonmusk,152520590719336384,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Am not saying that is *necessarily* good or bad, but reality will force us to live with the consequences of our actions http://t.co/fnXmhUok",https://twitter.com/elonmusk/status/152520590719336448,['http://j.mp/tDhcer'],27,37,363,8,,en,,,,,,2011
2011-12-29 22:31:09,2011-12-29 23:31:09,elonmusk,152517033207136288,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Interesting Economist article about how humanity's collective actions have created a fundamentally new geological age -- the Anthropocene.,https://twitter.com/elonmusk/status/152517033207136256,[],12,10,33,4,,en,,,,,,2011
2011-12-29 09:12:01,2011-12-29 10:12:01,elonmusk,152315925167743008,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@richardbranson Liked ""Screw Business as Usual"" a lot. This approach should be taken to heart by all, as it really is the smart move.",https://twitter.com/elonmusk/status/152315925167742977,[],8,16,136,4,,en,,,"[User(username='richardbranson', id=8161232, displayname='Richard Branson', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2011
2011-12-29 08:56:23,2011-12-29 09:56:23,elonmusk,152311993636892704,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kanyewest Just returned from Haiti. For those who want to help, I recommend donating to MSF, UNICEF and Artists for Peace & Justice.",https://twitter.com/elonmusk/status/152311993636892672,[],34,22,256,5,,en,,,"[User(username='kanyewest', id=169686021, displayname='ye', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/kanyewest,1.507209231279227e+17,2011
2011-12-29 14:22:15,2011-12-29 15:22:15,elonmusk,152394000857448384,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@om Cool personal essay. It really resonated with me, as I felt the same way after coming very close to dying from malaria ten years ago.",https://twitter.com/elonmusk/status/152394000857448448,[],7,11,37,0,,en,,,"[User(username='om', id=989, displayname='OM', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/om,1.521643599871427e+17,2011
2011-12-30 03:53:51,2011-12-30 04:53:51,elonmusk,152598246475317184,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Am reading Robert Massie's book on Catherine the Great. Yeah, I know what you're probably thinking ... did she really f* a horse?",https://twitter.com/elonmusk/status/152598246475317248,[],32,69,252,23,,en,,,,,,2011
2011-12-30 03:58:30,2011-12-30 04:58:30,elonmusk,152599413813018592,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sew one button, doesn't make u a tailor; cook one meal, doesn't make u a chef; but f* one horse and u r a horsef*er for all of history...",https://twitter.com/elonmusk/status/152599413813018624,[],1978,43207,165026,4332,,en,,,,,,2011
2011-12-30 04:03:42,2011-12-30 05:03:42,elonmusk,152600724222656512,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I'm just saying that u shouldn't pass judgment based on one night of passion. Sometimes things just happen and u go with the moment :),https://twitter.com/elonmusk/status/152600724222656512,[],50,49,141,77,,en,,,,,,2011
2011-12-30 04:10:31,2011-12-30 05:10:31,elonmusk,152602438807994400,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Right mood, scented candles, Barry White singing ""Can't Get Enough of Your Love, Baby"" and the magic (by that I mean horsef*ing) happens ...",https://twitter.com/elonmusk/status/152602438807994369,[],120,469,670,148,,en,,,,,,2011
2011-12-30 04:57:23,2011-12-30 05:57:23,elonmusk,152614233278910496,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","To be clear, CtG absolutely did *not* bang her horse. They were just close friends who liked to take showers together and spoon at night.",https://twitter.com/elonmusk/status/152614233278910464,[],63,83,469,33,,en,,,,,,2011
2011-12-30 14:36:17,2011-12-30 15:36:17,elonmusk,152759917621690400,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",China unveils ambitious space strategy http://t.co/udHmuft2,https://twitter.com/elonmusk/status/152759917621690368,['http://www.nytimes.com/2011/12/30/world/asia/china-unveils-ambitious-plan-to-explore-space.html'],12,20,287,0,,en,,,,,,2011
2011-12-30 15:35:47,2011-12-30 16:35:47,elonmusk,152774892591398912,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Not that this really matters. All current rocket tech, including ours, sucks. Only when it becomes fully reusable, will it not suck.",https://twitter.com/elonmusk/status/152774892591398913,[],27,185,1315,25,,en,,,,,,2011
2011-12-31 13:06:23,2011-12-31 14:06:23,elonmusk,153099684280410112,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Hacked my Tesla charge connector on a small island in the rain last night #whatcouldpossiblygowrong,https://twitter.com/elonmusk/status/153099684280410112,[],50,34,383,15,,en,['whatcouldpossiblygowrong'],,,,,2011
2011-12-31 22:05:47,2011-12-31 23:05:47,elonmusk,153235426126213088,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Here's a happy thought for 2012: world violence is at an all time historical low. Excellent piece by Stephen Pinker http://t.co/gv4MLfQe,https://twitter.com/elonmusk/status/153235426126213120,['http://j.mp/sLFDtN'],27,93,111,7,,en,,,,,,2011
2011-12-31 22:08:42,2011-12-31 23:08:42,elonmusk,153236159361847296,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",World violence being super low is probably counter-intuitive to most people. That's because modern media is a misery microscope.,https://twitter.com/elonmusk/status/153236159361847298,[],13,67,69,8,,en,,,,,,2011
