Date_TimeUTC,Date_TimeEU,User,Id,Source,Tweet.content,Tweet.URL,Outlinks,ReplyCount,RetweetCount,LikeCount,QuoteCount,ViewCount,Language,Hashtags,Media+,MentionedUsers,inReplyToUser,inReplyToTweetId,Year
2012-01-06 17:28:01,2012-01-06 18:28:01,elonmusk,155339851812700192,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Feb is huge month. Model X world premier and public reveal of our LA design studio on the 9th. Stay tuned for more details.,https://twitter.com/elonmusk/status/155339851812700160,[],12,26,19,0,,en,,,,,,2012
2012-01-06 17:30:01,2012-01-06 18:30:01,elonmusk,155340355884167200,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Next month is also when our Dragon spaceship docks with the Space Station for the first time. Major pucker factor...,https://twitter.com/elonmusk/status/155340355884167169,[],12,35,47,1,,en,,,,,,2012
2012-01-06 20:09:40,2012-01-06 21:09:40,elonmusk,155380533533220896,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Model S Signature series sold out as of today https://t.co/pKbR0ziP,https://twitter.com/elonmusk/status/155380533533220864,['https://www.teslamotors.com/own'],28,44,12,1,,en,,,,,,2012
2012-01-11 02:36:39,2012-01-11 03:36:39,elonmusk,156927468836630496,Twitter for iPhone,"The exec conf room at Tesla used to be called Denali, but I decided to move a few letters around. Seemed more apt :) http://t.co/Raq5UaR6",https://twitter.com/elonmusk/status/156927468836630528,[],27,63,304,13,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Ai2Es5PCMAEykyx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ai2Es5PCMAEykyx?format=jpg&name=large', altText=None)]",,,,2012
2012-01-12 02:47:48,2012-01-12 03:47:48,elonmusk,157292663601758208,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Model S Performance powertrain produced so much torque today that we broke the dyno. 4.4 sec 0-60 mph will not be a problem.,https://twitter.com/elonmusk/status/157292663601758208,[],16,109,30,1,,en,,,,,,2012
2012-01-12 21:07:59,2012-01-12 22:07:59,elonmusk,157569537548623904,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kids these days are so grown up! RT ""Second-Graders Wow Audience With School Production Of Equus"" http://t.co/YgyAIrwI",https://twitter.com/elonmusk/status/157569537548623872,['http://onion.com/bXDbyJ'],32,4,17,102,,en,,,,,,2012
2012-01-12 23:07:42,2012-01-13 00:07:42,elonmusk,157599662159835104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",What is more magical than cowboys herding cats? Livin' the dream...  http://t.co/1pLhb9lc,https://twitter.com/elonmusk/status/157599662159835136,['http://www.youtube.com/watch?v=Pk7yqlTMvp8'],24,28,119,9,,en,,,,,,2012
2012-01-13 05:49:17,2012-01-13 06:49:17,elonmusk,157700726515183616,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A Tesla Roadster just passed the 100,000 mile mark for the first time and still has over 200 miles of range.",https://twitter.com/elonmusk/status/157700726515183616,[],4,49,17,1,,en,,,,,,2012
2012-01-14 20:27:41,2012-01-14 21:27:41,elonmusk,158284167891791904,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Once more, with feeling!  ""North Korea Punishes Insincere Mourners"" http://t.co/ozqhp1aC",https://twitter.com/elonmusk/status/158284167891791872,['http://www.newser.com/story/137399/north-korea-punishes-insincere-mourners.html?utm_source=syn&utm_medium=goognews&utm_campaign=chan3_feed'],7,16,7,4,,en,,,,,,2012
2012-01-14 20:29:34,2012-01-14 21:29:34,elonmusk,158284645656571904,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Somebody needs to tell Kim Jong-un that the showbiz phrase ""break a leg"" doesn't mean what he thinks it does",https://twitter.com/elonmusk/status/158284645656571904,[],34,12,69,54,,en,,,,,,2012
2012-01-17 22:07:50,2012-01-17 23:07:50,elonmusk,159396536621596704,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",That's not just paranoia (a healthy trait at times). Tesla really is under massive attack by short sellers http://t.co/PUxAOOm2,https://twitter.com/elonmusk/status/159396536621596672,['http://www.nasdaq.com/symbol/tsla/short-interest'],26,22,45,7,,en,,,,,,2012
2012-01-17 17:44:57,2012-01-17 18:44:57,elonmusk,159330380955136000,"<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>","TSLA down ~$500M Friday, but back up ~$500M today. Sorry for the roller coaster.",https://twitter.com/elonmusk/status/159330380955136001,[],55,112,7464,14,,en,,,,,,2012
2012-01-17 17:47:19,2012-01-17 18:47:19,elonmusk,159330976378519616,Twitter for iPhone,Will communicate better in the future. Too many people want us to fail and are willing to twist any bit of news against Tesla.,https://twitter.com/elonmusk/status/159330976378519552,[],45,47,173,9,,en,,,,,,2012
2012-01-18 01:54:53,2012-01-18 02:54:53,elonmusk,159453674517692416,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","That said, even though they cause me grief, I would defend the right of shorts to exist. They are often unreasonably maligned.",https://twitter.com/elonmusk/status/159453674517692416,[],162,370,6574,97,,en,,,,,,2012
2012-01-22 00:44:23,2012-01-22 01:44:23,elonmusk,160885484120321984,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@TheOnion I heard Lars von Trier optioned the movie rights,https://twitter.com/elonmusk/status/160885484120322048,[],6,4,8,2,,en,,,"[User(username='TheOnion', id=14075928, displayname='The Onion', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/TheOnion,1.608302882918318e+17,2012
2012-01-23 01:42:54,2012-01-23 02:42:54,elonmusk,161262600800313312,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bought some wood and built a little treehouse with my boys. Few more beautiful ways to spend an afternoon.,https://twitter.com/elonmusk/status/161262600800313344,[],18,9,25,1,,en,,,,,,2012
2012-01-24 03:04:49,2012-01-24 04:04:49,elonmusk,161645598037123104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Strongest solar radiation storm in 7 years is blasting Earth. This huge eruption hits us tomorrow: http://t.co/VF3gTu3L,https://twitter.com/elonmusk/status/161645598037123073,[],45,422,380,1,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Aj5H0KMCIAAX_pP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Aj5H0KMCIAAX_pP?format=jpg&name=large', altText=None)]",,,,2012
2012-01-24 04:03:10,2012-01-24 05:03:10,elonmusk,161660285659267104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Design completed for bringing rocket back to launchpad using only thrusters. Yay. Wings r just dead weight in space.,https://twitter.com/elonmusk/status/161660285659267072,[],36,142,379,13,,en,,,,,,2012
2012-01-27 20:35:04,2012-01-27 21:35:04,elonmusk,162997068040904704,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Beautiful picture of Earth from the new NASA satellite http://t.co/uOgyp4vg,https://twitter.com/elonmusk/status/162997068040904706,[],13,97,164,2,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AkMU-ERCIAAHnmn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AkMU-ERCIAAHnmn?format=jpg&name=large', altText=None)]",,,,2012
2012-01-28 02:21:03,2012-01-28 03:21:03,elonmusk,163084140386861088,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The Model X unveiling will be webcast live on http://t.co/S4ZQwTgq at 8pm on Feb 9th. Most cars are pretty blah. This is not.,https://twitter.com/elonmusk/status/163084140386861056,['http://teslamotors.com'],19,102,22,2,,en,,,,,,2012
2012-01-28 19:54:40,2012-01-28 20:54:40,elonmusk,163349291790893088,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The lady doth protest too little. http://t.co/jJTbU8tg,https://twitter.com/elonmusk/status/163349291790893056,['http://finance.yahoo.com/news/topless-protesters-detained-davos-forum-134449002.html'],32,7,55,1,,en,,,,,,2012
2012-01-31 16:49:58,2012-01-31 17:49:58,elonmusk,164389972688908288,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The SpaceX theme song by Total Ghost is just too good ... ooh ooh ooh http://t.co/BuKuopI5,https://twitter.com/elonmusk/status/164389972688908289,['http://www.youtube.com/watch?v=MezkEiS-6jA'],18,31,92,8,,en,,,,,,2012
2012-02-01 16:03:05,2012-02-01 17:03:05,elonmusk,164740558374445088,Twitter for iPhone,Just test-fired the Superdraco rocket engine. Enables launch escape and landing on thrusters. SpaceX.com http://t.co/IJaYVEE9,https://twitter.com/elonmusk/status/164740558374445056,[],16,66,69,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AklGqj5CIAEREbN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AklGqj5CIAEREbN?format=jpg&name=large', altText=None)]",,,,2012
2012-02-01 09:12:24,2012-02-01 10:12:24,elonmusk,164637208769339392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Um, while awesome in its own way, that was not actually the SpaceX theme song. It seems that irony is sometimes lost in a tweet.",https://twitter.com/elonmusk/status/164637208769339392,[],23,13,85,6,,en,,,,,,2012
2012-02-02 17:00:34,2012-02-02 18:00:34,elonmusk,165117415460569088,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The most interesting view of the Model X is really with the doors open http://t.co/On77BuiU,https://twitter.com/elonmusk/status/165117415460569092,[],53,50,82,1,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Akqdah8CAAEBi0z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Akqdah8CAAEBi0z?format=jpg&name=large', altText=None)]",,,,2012
2012-02-04 02:28:24,2012-02-04 03:28:24,elonmusk,165622701631868896,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Docking with Space Station now likely to happen in April. Hopefully will look something like this: http://t.co/A2gd9ziC,https://twitter.com/elonmusk/status/165622701631868928,[],20,101,54,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Akxo-DoCEAAgZbA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Akxo-DoCEAAgZbA?format=jpg&name=large', altText=None)]",,,,2012
2012-02-04 20:42:54,2012-02-04 21:42:54,elonmusk,165898145841168384,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@MacDeviant Yeah, we will stream the whole mission realtime with no buffer. You see what we see.",https://twitter.com/elonmusk/status/165898145841168385,[],23,7,15,48,,en,,,"[User(username='macDeviant', id=3795228132, displayname='Jeff Thorne', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2012
2012-02-05 20:07:16,2012-02-05 21:07:16,elonmusk,166251564032471008,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Just posted a photo http://t.co/eN9xzbfO,https://twitter.com/elonmusk/status/166251564032471040,['http://instagr.am/p/obKUg/'],9,5,26,5,,en,,,,,,2012
2012-02-06 01:33:43,2012-02-06 02:33:43,elonmusk,166333716359168000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The London Sunday Times created a chart showing how Falcon compares to the Saturn V and Shuttle http://t.co/nJMPtYPd,https://twitter.com/elonmusk/status/166333716359168000,[],16,135,94,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Ak7voj4CQAI6KV4?format=png&name=small', fullUrl='https://pbs.twimg.com/media/Ak7voj4CQAI6KV4?format=png&name=large', altText=None)]",,,,2012
2012-02-06 01:44:18,2012-02-06 02:44:18,elonmusk,166336380820144096,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The sheer size of Falcon Heavy is mind-blowing. It could literally send a fully loaded London bus to the moon.,https://twitter.com/elonmusk/status/166336380820144128,[],23,84,22,1,,en,,,,,,2012
2012-02-07 07:13:16,2012-02-07 08:13:16,elonmusk,166781555950354400,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@BenToBeWild Yes, we will unveil a fully functional advanced prototype of the Model X -- almost identical to production.",https://twitter.com/elonmusk/status/166781555950354432,[],10,7,4,2,,en,,,"[User(username='bentobewild', id=1340071130082799617, displayname='Bentobewild', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/BPitkowsky,1.666432123484324e+17,2012
2012-02-08 19:13:44,2012-02-08 20:13:44,elonmusk,167325254451081216,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cool new @NASA pic of the most powerful type of solar flare, called X-class. Am not making this up! http://t.co/eJKSQqvO",https://twitter.com/elonmusk/status/167325254451081216,[],45,73,219,16,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AlJ1brHCMAAKHut?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AlJ1brHCMAAKHut?format=jpg&name=large', altText=None)]","[User(username='NASA', id=11348282, displayname='NASA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2012
2012-02-08 04:35:43,2012-02-08 05:35:43,elonmusk,167104295504838688,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Wish there was something we could do to help the people of Syria.   http://t.co/Ii7v7Cgw,https://twitter.com/elonmusk/status/167104295504838656,['http://www.youtube.com/watch?v=Cxt4ZT1GspA'],15,22,41,5,,en,,,,,,2012
2012-02-08 04:40:20,2012-02-08 05:40:20,elonmusk,167105458753118208,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Russia and China are blocking UN action. Can't imagine why they wouldn't support a democratic uprising...,https://twitter.com/elonmusk/status/167105458753118208,[],16,46,61,15,,en,,,,,,2012
2012-02-09 16:37:45,2012-02-09 17:37:45,elonmusk,167648387313840096,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Model X sketch showing just a bit more leg. Unveiling tonight... http://t.co/KASHBP5p,https://twitter.com/elonmusk/status/167648387313840128,[],41,99,140,10,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AlObUe1CMAAw3Db?format=png&name=small', fullUrl='https://pbs.twimg.com/media/AlObUe1CMAAw3Db?format=png&name=large', altText=None)]",,,,2012
2012-02-10 17:23:17,2012-02-10 18:23:17,elonmusk,168022238061268992,Twitter for iPhone,Tesla Model X video  http://t.co/pjcaicOc,https://twitter.com/elonmusk/status/168022238061268993,['http://onforb.es/AnzX7A'],13,48,14,0,,it,,,,,,2012
2012-02-10 19:38:00,2012-02-10 20:38:00,elonmusk,168056133708283904,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tesla Model X is 3rd most searched term on Google, right after purple squirrel. Damn you squirrel! http://t.co/jP9H5XrB",https://twitter.com/elonmusk/status/168056133708283904,[],41,140,374,3,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AlUOKchCAAEcJyt?format=png&name=small', fullUrl='https://pbs.twimg.com/media/AlUOKchCAAEcJyt?format=png&name=large', altText=None)]",,,,2012
2012-02-10 19:54:59,2012-02-10 20:54:59,elonmusk,168060414398177312,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Do not search for purple squirrels! Giving them attention only makes them want to be more purple.,https://twitter.com/elonmusk/status/168060414398177281,[],155,817,3452,162,,en,,,,,,2012
2012-02-10 16:51:47,2012-02-10 17:51:47,elonmusk,168014307009892416,Twitter for iPhone,"@TeslasBigFan Don't worry, we've got a cool solution for ski storage on the X with the Falcon wing doors",https://twitter.com/elonmusk/status/168014307009892354,[],3,2,7,0,,en,,,"[User(username='TeslasBigFan', id=488585490, displayname='Tesla Fan', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/TeslasBigFan,1.680074863837266e+17,2012
2012-02-12 20:37:52,2012-02-12 21:37:52,elonmusk,168795974800654304,Twitter for iPhone,"At the Samovar having tea called ""monkey picked iron goddess of mercy"". Those monkeys sure know their tea. http://t.co/ctEWczlC",https://twitter.com/elonmusk/status/168795974800654336,[],29,25,171,4,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AlevC3YCQAEJJrl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AlevC3YCQAEJJrl?format=jpg&name=large', altText=None)]",,,,2012
2012-02-14 01:32:06,2012-02-14 02:32:06,elonmusk,169232412990115808,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Model X review by Jim Motavalli. I think he likes the car. http://t.co/aY1nx9FP,https://twitter.com/elonmusk/status/169232412990115840,['http://www.forbes.com/sites/eco-nomics/2012/02/13/why-the-tesla-model-x-is-a-home-run/'],16,54,20,0,,en,,,,,,2012
2012-02-17 00:51:21,2012-02-17 01:51:21,elonmusk,170309322037919712,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Important point highlighted by @kqed: an electric car in California produces only 1/4 CO2 of gasoline http://t.co/xV3eWJ33,https://twitter.com/elonmusk/status/170309322037919744,['http://blogs.kqed.org/climatewatch/2012/02/16/tesla-and-california-the-x-factor/comment-page-1/'],12,30,6,2,,en,,,"[User(username='KQED', id=9677372, displayname='KQED', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2012
2012-02-21 16:27:16,2012-02-21 17:27:16,elonmusk,171994406587604992,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Iran's nuclear weapons facility is apparently called ""Frodo"". Watch out for Gollum! My precious... http://t.co/s1hLZ0vs",https://twitter.com/elonmusk/status/171994406587604992,['http://slate.me/z87kbj'],107,45,237,15,,en,,,,,,2012
2012-02-22 00:57:28,2012-02-22 01:57:28,elonmusk,172122797852725184,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@NASA launched a rocket into the northern lights http://t.co/tR2cSeMV,https://twitter.com/elonmusk/status/172122797852725248,[],13,159,160,3,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AmOAxdACEAEFs8-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AmOAxdACEAEFs8-?format=jpg&name=large', altText=None)]","[User(username='NASA', id=11348282, displayname='NASA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2012
2012-02-25 18:36:12,2012-02-25 19:36:12,elonmusk,173476402748854304,Twitter for iPhone,Supporting the drive to get a #PlutoStamp for the @NASA New Horizons mission,https://twitter.com/elonmusk/status/173476402748854274,[],8,11,7,3,,en,['PlutoStamp'],,"[User(username='NASA', id=11348282, displayname='NASA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2012
2012-02-25 22:04:41,2012-02-25 23:04:41,elonmusk,173528867699568608,Twitter for iPhone,Dragon spaceship and Falcon 9 rocket just completed final assembly at Cape Canaveral http://t.co/4GrSr3VU,https://twitter.com/elonmusk/status/173528867699568641,[],34,215,83,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Amh_lfXCMAAgmWR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Amh_lfXCMAAgmWR?format=jpg&name=large', altText=None)]",,,,2012
2012-02-25 22:17:04,2012-02-25 23:17:04,elonmusk,173531986529497088,Twitter for iPhone,"@LooperNor Yes, this will, if all goes well, be the first commercial spaceship to dock with the Space Station. T zero ~ end of April.",https://twitter.com/elonmusk/status/173531986529497089,[],13,12,11,35,,en,,,,https://twitter.com/realJanOleA,1.735291127182295e+17,2012
2012-02-28 22:25:50,2012-02-28 23:25:50,elonmusk,174621355436801984,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Falcon 9 and Dragon now vertical on the launch pad, surrounded by 300 ft tall lightning towers http://t.co/iERgA2RP",https://twitter.com/elonmusk/status/174621355436802049,[],19,123,50,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/AmxhMpYCAAIPeix?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/AmxhMpYCAAIPeix?format=jpg&name=large', altText=None)]",,,,2012
2012-02-29 07:02:03,2012-02-29 08:02:03,elonmusk,174751268215066592,Twitter for iPhone,"@TomMao1 Studied physics in college, read a lot of books and was taught by the world's leading domain experts at SpaceX.",https://twitter.com/elonmusk/status/174751268215066625,[],7,8,35,0,,en,,,"[User(username='tommao1', id=563923957, displayname='TOM MAO', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/ProdigyPreme,1.747497572883497e+17,2012
2012-03-02 00:29:56,2012-03-02 01:29:56,elonmusk,175377364551868416,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Dawn at Cape Canaveral http://t.co/ZHkcffYr,https://twitter.com/elonmusk/status/175377364551868416,['http://instagr.am/p/HpmMA8QETD/'],6,18,21,0,,en,,,,,,2012
